VIN	customer	service_writer	start_date	completion_date	odometer	labor_cost	repair_desc
6OAIXJI3HM8002365	A9501753054	user12	7/18/2021	8/7/2021	1134569	309.31	add heated windshield; adjust ignition timing; 
6OGX85SZXHN770887	D3769942713	user13	1/2/2021	3/1/2021	963067	1990.22	make polarization coating; adjust seat belts tension; 
6OGX85SZXHN770887	C5471875763	user13	3/4/2021	3/12/2021	974135	373.17	repair cooled seats; fix deceleration system; 
6OGX85SZXHN770887	D8805924960	user33	7/20/2021	8/4/2021	1437642	1990.22	fix solar sunroof; correct abs; 
6OGX85SZXHN770887	D3516184517	user29	8/14/2021	9/22/2021	1536986	4602.38	fix nvh dampening system; install anti-theft alarm; 
6ONV5QC8SUL616218	A3642699140	user13	6/26/2021	7/13/2021	864311	259.18	install turbocharger; change wheel cylinders; 
6OT5NQTDYEP073810	C2477021110	user17	5/22/2021	5/24/2021	405779	33.69	fix sunroof; 
6OT5NQTDYEP073810	09-3973558	user30	6/19/2021	7/3/2021	525223	269.53	fix broken tow hooks; adjust seat belts tension; 
6PM6SVF3CVX504384	D8119514417	user12	6/30/2021	7/15/2021	22626	224.44	change timing belt; install optional equipment; 
6PM6SVF3CVX504384	A7974811992	user17	7/31/2021	8/11/2021	119046	44.89	adjust ignition timing; reconfigure service reminder light; 
6PM6SVF3CVX504384	A0943466017	user17	8/15/2021	8/26/2021	153142	493.78	adjust retractable mirrors; fix air filter restriction indicator; 
6WN3XFUV8Z6152313	B9701873535	user15	5/22/2021	5/24/2021	247561	90.22	change air conditioner refrigerant; repair seatbelt force limiters; 
6WN3XFUV8Z6152313	A2781606676	user29	6/20/2021	7/17/2021	370163	270.66	install dusk-sensing headlights; install on-board diagnosis system; 
6WN3XFUV8Z6152313	C7836526302	user30	7/31/2021	8/4/2021	394603	90.22	adjust climate control; replace brake pedal spring; 
6WN3XFUV8Z6152313	D8549360259	user17	8/8/2021	8/19/2021	403504	180.44	adjust traction control system; replace catalytic converter; 
6WN3XFUV8Z6152313	B8426722523	user13	8/24/2021	8/25/2021	403993	90.22	adjust block heater; replace serpentine belt; 
6WN3XFUV8Z6152313	47-6473901	user33	8/26/2021	8/29/2021	405297	135.33	set up satellite radio; configure audio remote control; 
6WN3XFUV8Z6152313	A0301796521	user15	9/7/2021	9/26/2021	510274	676.65	set up satellite radio; 
73UHS1Z0DKT693966	C5232024518	user30	5/25/2021	5/27/2021	49588	84.02	fix rear hvac; install roof spoiler; 
73UHS1Z0DKT693966	A3706458629	user29	5/28/2021	6/7/2021	58190	462.13	adjust traction control system; check drive axle boots; 
73UHS1Z0DKT693966	C5471875763	user12	6/28/2021	7/4/2021	228390	42.01	change timing belt; change wheel cylinders; 
73UHS1Z0DKT693966	B9986557803	user33	7/7/2021	7/9/2021	244812	126.04	configure audio remote control; adjust climate control; 
73UHS1Z0DKT693966	49-7614440	user33	7/22/2021	7/22/2021	376584	42.01	repair shiftable automatic transmission; 
73UHS1Z0DKT693966	B2391029488	user30	7/27/2021	7/30/2021	435698	42.01	replace timing belt tensioner; change suspension fluid; 
73UHS1Z0DKT693966	09-5111889	user13	7/31/2021	9/26/2021	443689	2058.58	make polarization coating; 
75QOYF2KTKC266578	C9607630052	user17	3/16/2021	8/16/2021	2349347	2249.97	replace tail lights; adjust climate control; 
75VPS26W4QR001314	B6629932093	user30	7/6/2021	9/22/2021	141226	869.57	correct abs; install parking sensors; 
7754T022K8E889647	37-8167653	user33	12/2/2020	12/6/2020	162417	339.77	improve cylinder configuration; adjust seat belts tension; 
7754T022K8E889647	D2440363626	user12	12/14/2020	12/28/2020	256753	2208.49	replace water pump; replace timing belt tensioner; 
7754T022K8E889647	09-3973558	user17	1/5/2021	1/13/2021	271737	339.77	adjust running boards; fix ventilated seats; 
7754T022K8E889647	A4307733572	user13	2/7/2021	3/27/2021	296182	4926.63	adjust low fuel warning indicator; change brake linings; 
7754T022K8E889647	42-4075529	user12	4/14/2021	4/15/2021	365513	169.88	repair direct injection system; install curtain airbags; 
7754T022K8E889647	B3493541660	user17	5/10/2021	6/8/2021	453443	1528.95	install optional equipment; change speaker configuration; 
7754T022K8E889647	C8349669264	roland	7/14/2021	7/23/2021	621344	679.54	reduce blind spot; set up gyro sensor; 
7754T022K8E889647	56-2291887	user30	7/31/2021	9/15/2021	653466	7305	fix ventilated seats; reduce fuel consumption; 
7KAYIOOSAYZ172761	B8426722523	roland	3/21/2021	4/28/2021	1092299	318.9	adjust traction control system; change oil filter; 
7KAYIOOSAYZ172761	D8119514417	user29	6/2/2021	6/16/2021	1508781	106.3	fix cylinder head bolts; reduce carbon footprint; 
7PFC2F3KDN7669570	D2205967267	user17	7/12/2021	9/8/2021	541353	1079.06	replace ace filter; adjust running boards; 
7PL0G4ZAASO991142	A5182568516	user13	3/27/2021	4/17/2021	84396	709.2	replace water pump; install turbocharger; 
7PL0G4ZAASO991142	B1905472111	user13	5/12/2021	7/21/2021	274868	8273.99	adjust ignition timing; set up gyro sensor; 
7PL0G4ZAASO991142	D3516184517	user12	8/21/2021	9/13/2021	579012	118.2	install smoked glass; make polarization coating; 
7U1WAVAPBF2458008	C5564885117	user13	8/13/2020	8/31/2020	386498	14.74	set up auto-delay headlights; replace ace filter; 
7U1WAVAPBF2458008	A8301013876	user15	10/30/2020	4/7/2021	818400	545.53	adjust running boards; adjust ignition timing; 
7WLNYOXO5P1099432	B4329886405	user33	7/13/2021	8/10/2021	199910	383.13	adjust accelerator pedal linkage; set up satellite radio; 
7WLNYOXO5P1099432	A2549561818	user29	9/3/2021	9/7/2021	429388	47.89	replace crankcase ventilation filter; adjust accelerator pedal linkage; 
7WNL4MP2M8Q856796	D9854901324	user30	12/28/2020	1/27/2021	23936	544.51	reduce carbon footprint; replace liftgate window; 
7WNL4MP2M8Q856796	C6563700744	user15	2/12/2021	2/17/2021	110563	118.37	adjust accelerator pedal linkage; install separate rear audio; 
7WNL4MP2M8Q856796	13-6202155	user29	4/4/2021	6/26/2021	250297	473.48	adjust ignition timing; install intelligent alternator; 
7WNL4MP2M8Q856796	B8116028762	user12	7/18/2021	8/21/2021	250486	473.48	fix external temperature display; adjust adaptive cruise control; 
7XKJRIZ0285479470	C7836526302	user13	12/13/2020	12/23/2020	228487	455.5	replace steering column lock; 
7XKJRIZ0285479470	B4747383483	user33	1/6/2021	1/11/2021	361152	248.45	adjust adaptive cruise control; adjust hybrid performance; 
7XKJRIZ0285479470	C0199518923	user12	2/20/2021	2/24/2021	718247	124.23	improve engine performance; replace water pump; 
7XKJRIZ0285479470	A0923389692	roland	3/9/2021	3/31/2021	729700	414.09	repair shiftable automatic transmission; fix air filter restriction indicator; 
7XKJRIZ0285479470	D5106706321	user29	5/7/2021	6/9/2021	972524	1035.22	replace stabilizer bar; replace brake pedal spring; 
7XKJRIZ0285479470	D9868570966	user29	7/14/2021	8/8/2021	1141376	869.59	install vanity mirrors; replace steering column lock; 
7XKJRIZ0285479470	13-6202155	user33	8/24/2021	9/12/2021	1219866	331.27	replace radiator core & ac condenser; set up gyro sensor; 
7XQG7TYXPF4141639	A7394786391	user15	4/19/2021	5/6/2021	14133	476.3	install separate rear audio; replace radiator core & ac condenser; 
7XQG7TYXPF4141639	C7836526302	user33	5/11/2021	5/14/2021	31716	68.04	configure audio remote control; adjust running boards; 
7XQG7TYXPF4141639	47-6473901	user15	5/31/2021	6/2/2021	119097	68.04	fix rear hvac; fix solar sunroof; 
7XQG7TYXPF4141639	D3516184517	user12	6/26/2021	7/11/2021	306791	68.04	install curtain airbags; adjust ignition timing; 
7XQG7TYXPF4141639	D1203722082	user15	7/19/2021	9/1/2021	385939	1258.8	adjust adaptive cruise control; reduce blind spot; 
7XQG7TYXPF4141639	C6563700744	user29	9/4/2021	9/23/2021	389794	442.28	install on-board diagnosis system; repair cooled seats; 
83L3CNAESZD022827	B0667673329	user13	3/28/2021	4/3/2021	59728	77.31	replace brake pedal spring; change memory settings of the onboard computer; 
83L3CNAESZD022827	B1905472111	user15	4/4/2021	4/4/2021	61075	11.04	adjust low fuel warning indicator; repair seatbelt force limiters; 
83L3CNAESZD022827	D6598074250	roland	4/15/2021	4/23/2021	179898	11.04	replace water pump; fix steering damper; 
83L3CNAESZD022827	D4949425401	user15	4/30/2021	5/1/2021	263807	22.09	replace radiator hoses; adjust accelerator pedal linkage; 
83L3CNAESZD022827	C5820441797	user33	5/13/2021	5/19/2021	383901	66.26	adjust accelerator pedal linkage; replace steering column lock; 
83L3CNAESZD022827	C8487820691	user13	5/26/2021	6/1/2021	408751	33.13	repair cooled seats; adjust accelerator pedal linkage; 
83L3CNAESZD022827	A1919786459	user12	7/3/2021	7/5/2021	652941	33.13	replace liftgate window; adjust hybrid performance; 
83L3CNAESZD022827	09-3973558	user13	8/22/2021	9/7/2021	1026475	55.22	add heated windshield; change timing belt; 
88WPSV7V73S064896	C5564885117	roland	4/30/2021	5/16/2021	88340	42.61	adjust traction control system; reduce carbon footprint; 
88WPSV7V73S064896	97-1463799	user29	5/20/2021	5/22/2021	116627	63.92	fix deceleration system; install dusk-sensing headlights; 
88WPSV7V73S064896	83-4401879	user30	5/24/2021	5/31/2021	131723	149.14	adjust seat belts tension; change memory settings of the onboard computer; 
88WPSV7V73S064896	C0315829968	user15	6/11/2021	6/21/2021	243745	21.31	repair cooled seats; fix external temperature display; 
88WPSV7V73S064896	86-6324444	user15	6/26/2021	6/30/2021	292437	42.61	attach spoiler; install on-board diagnosis system; 
88WPSV7V73S064896	47-6473901	user29	7/1/2021	7/13/2021	295490	149.14	repair direct injection system; fix ventilated seats; 
88WPSV7V73S064896	A2150826458	user29	7/15/2021	8/4/2021	301667	42.61	install turbocharger; 
88WPSV7V73S064896	D2205967267	roland	9/2/2021	9/26/2021	425006	468.72	adjust climate control; fix power activated release; 
8AWRIWHIOB7240899	A0943466017	user33	5/27/2021	6/11/2021	246523	35.63	repair cooled seats; fix steering damper; 
8AWRIWHIOB7240899	C5471875763	user12	6/17/2021	6/18/2021	311980	23.75	configure universal remote control; replace timing belt tensioner; 
8AWRIWHIOB7240899	A8301013876	user12	7/8/2021	7/16/2021	521309	23.75	install turbocharger; install anti-theft alarm; 
8AWRIWHIOB7240899	A4114790699	user30	7/18/2021	7/26/2021	528815	59.38	adjust block heater; repair cooled seats; 
8AWRIWHIOB7240899	B8426722523	user30	7/30/2021	8/2/2021	559080	11.88	repair cooled seats; adjust retractable mirrors; 
8AWRIWHIOB7240899	C0199518923	user12	8/8/2021	8/12/2021	575102	47.51	replace steering column lock; adjust hybrid performance; 
8AWRIWHIOB7240899	B8426722523	user33	8/20/2021	9/5/2021	655023	178.15	adjust regenerative braking; replace crankcase ventilation filter; 
8DPBPQ225LD772299	D0751253658	user17	5/14/2021	6/29/2021	417299	4780.75	install smoked glass; refurbish power steering; 
8DPBPQ225LD772299	B0667673329	user30	7/3/2021	7/11/2021	450015	597.59	configure audio remote control; set up auto-delay headlights; 
8DPBPQ225LD772299	A9110995031	roland	7/30/2021	9/1/2021	639314	956.15	fix ventilated seats; reduce fuel consumption; 
8G3LUP7YDIR245248	48-1769205	user29	6/23/2021	7/19/2021	87282	86.87	replace crankcase ventilation filter; 
8G3LUP7YDIR245248	A4195059665	user13	7/30/2021	7/30/2021	191553	10.86	install anti-theft alarm; adjust seat belts tension; 
8G3LUP7YDIR245248	A7974811992	user13	9/5/2021	9/9/2021	560825	43.44	upgrade navigation system; adjust low fuel warning indicator; 
8X1ZMNTEG8V581855	C1874682232	user15	7/15/2021	8/8/2021	408846	234.18	fix a-pillar; attach seat extension; 
8X1ZMNTEG8V581855	A9499931848	user15	8/12/2021	8/15/2021	456198	39.03	fix nvh dampening system; reduce blind spot; 
AAVNFB47ECV285025	C7720975467	roland	5/16/2021	5/19/2021	98834	22.48	set up auto-delay headlights; check drive axle boots; 
AAVNFB47ECV285025	A9383285395	roland	5/27/2021	5/30/2021	150621	67.43	adjust regenerative braking; 
AAVNFB47ECV285025	52-9011162	user15	7/2/2021	7/10/2021	371569	67.43	replace serpentine belt; fix air filter restriction indicator; 
AAVNFB47ECV285025	A3706458629	user12	7/17/2021	7/30/2021	398991	157.34	replace radiator core & ac condenser; prevent fuel pump shutoff; 
AAVNFB47ECV285025	C8349669264	user30	8/17/2021	9/9/2021	525465	89.91	install parking sensors; attach exterior camera; 
AAVNFB47ECV285025	C4785358885	user29	9/12/2021	9/15/2021	537540	44.95	fix a-pillar; 
AH0SCOKRL8K489145	B2503869534	user13	6/21/2020	7/30/2020	491142	102.54	upgrade navigation system; set up satellite radio; 
AH0SCOKRL8K489145	D1938774729	user13	9/3/2020	9/17/2020	606449	358.89	fix external temperature display; improve cylinder configuration; 
AH0SCOKRL8K489145	37-8167653	roland	10/7/2020	10/8/2020	681177	51.27	refurbish power steering; fix rear hvac; 
AH0SCOKRL8K489145	A1148700069	user29	10/20/2020	10/23/2020	702279	102.54	install turbocharger; adjust traction control system; 
AH0SCOKRL8K489145	D1203722082	user33	2/1/2021	2/3/2021	1338584	51.27	fix rear defroster; fix a-pillar; 
AH0SCOKRL8K489145	C9468553584	user17	6/16/2021	7/16/2021	1858808	51.27	set up auto-delay headlights; change speaker configuration; 
AIMDPZ2KMND734997	A4307733572	user15	11/15/2020	12/4/2020	220759	314.22	fix power activated release; adjust climate control; 
AIMDPZ2KMND734997	A7974811992	roland	12/23/2020	12/26/2020	277219	134.67	replace radiator hoses; 
AIMDPZ2KMND734997	A2781606676	user12	2/7/2021	6/12/2021	572130	2334.23	adjust low fuel warning indicator; 
AIMDPZ2KMND734997	C6563700744	user12	6/20/2021	7/31/2021	658066	673.33	replace brake pedal spring; change brake linings; 
AIMDPZ2KMND734997	B3493541660	user29	9/2/2021	9/12/2021	897015	493.78	adjust reverse tilt mirrors; fix cylinder head bolts; 
AJ2JSVDYM0O897692	D8269311874	user33	6/5/2020	8/17/2020	42658	820.78	reconfigure service reminder light; attach seat extension; 
AJ2JSVDYM0O897692	94-2432098	user33	8/24/2020	9/6/2020	118374	33.27	install on-board diagnosis system; install intelligent alternator; 
AJ2JSVDYM0O897692	C7966010586	user12	10/16/2020	12/21/2020	533145	521.31	install intelligent alternator; install intelligent alternator; 
AJ2JSVDYM0O897692	D6534556524	user15	3/22/2021	3/26/2021	1624600	33.27	fix steering damper; replace water pump; 
AJ2JSVDYM0O897692	C5471875763	user15	4/20/2021	5/8/2021	1794385	177.47	install on-board diagnosis system; install anti-theft alarm; 
AJ2JSVDYM0O897692	D8119514417	user30	5/11/2021	5/19/2021	1829618	66.55	replace catalytic converter; change oil filter; 
AJ2JSVDYM0O897692	94-2432098	user30	6/26/2021	7/29/2021	2050751	77.64	reduce blind spot; 
AJ2JSVDYM0O897692	B5240692276	user12	8/11/2021	9/24/2021	2153802	210.74	adjust accelerator pedal linkage; repair cooled seats; 
AJLR6IODVV3757973	87-8049695	user15	4/21/2021	4/27/2021	8766	17.63	change coolant; change wheel cylinders; 
AJLR6IODVV3757973	B2391029488	user29	5/4/2021	5/28/2021	38749	70.52	reconfigure service reminder light; 
AJLR6IODVV3757973	D2440363626	user13	6/3/2021	6/27/2021	51776	229.2	install intelligent alternator; reduce fuel consumption; 
AJLR6IODVV3757973	A2150826458	user33	9/9/2021	9/14/2021	308776	35.26	change wheel cylinders; install anti-theft alarm; 
AJLR6IODVV3757973	C8565047824	user30	9/24/2021	9/26/2021	365400	52.89	adjust climate control; fix power activated release; 
AM7FZWLEUHK307952	B6594307920	user33	3/4/2021	5/19/2021	248403	876.56	attach exterior camera; fix rear hvac; 
AM7FZWLEUHK307952	47-6473901	user15	7/5/2021	7/12/2021	300602	46.96	adjust seat belts tension; replace radiator core & ac condenser; 
AQ744PRF6TR968003	42-4075529	user15	11/5/2020	1/5/2021	508071	430.88	install on-board diagnosis system; replace brake pedal spring; 
AQ744PRF6TR968003	B3135098307	user30	2/13/2021	5/16/2021	629697	2462.17	adjust traction control system; refurbish power steering; 
AQ744PRF6TR968003	A9499931848	user12	5/18/2021	6/6/2021	636139	338.55	prevent fuel pump shutoff; 
AQ744PRF6TR968003	D0751253658	user12	6/17/2021	7/6/2021	754290	615.54	adjust climate control; 
AUQIR5H4HRE068152	A3706458629	user13	6/14/2021	6/15/2021	284312	59.21	replace brake pedal spring; adjust turn signals; 
AUQIR5H4HRE068152	D0751253658	user17	7/4/2021	8/12/2021	501639	503.25	replace brake pedal spring; change wheel cylinders; 
AZ1R666ZIWS777011	A0943466017	user30	6/23/2021	7/2/2021	130437	145.78	correct abs; replace serpentine belt; 
AZ1R666ZIWS777011	B2456071697	user12	7/4/2021	7/9/2021	151353	91.12	fix rear defroster; 
AZ1R666ZIWS777011	D6598074250	user33	7/13/2021	7/17/2021	169988	72.89	repair direct injection system; 
AZ1R666ZIWS777011	C6938144357	user29	8/4/2021	8/16/2021	260947	109.34	set up auto-delay headlights; repair cooled seats; 
AZ1R666ZIWS777011	C8363248808	user33	8/25/2021	8/26/2021	287684	36.45	replace ace filter; reduce fuel consumption; 
AZ1R666ZIWS777011	C7749249695	user17	8/29/2021	8/30/2021	304104	18.22	adjust accelerator pedal linkage; fix cylinder head bolts; 
AZ1R666ZIWS777011	97-1463799	user33	9/6/2021	9/12/2021	332775	109.34	replace ace filter; install roof spoiler; 
AZA8YX5O3PY967382	C9725877677	roland	4/26/2021	5/1/2021	365501	78.72	change wheel cylinders; remove oversteer; 
AZA8YX5O3PY967382	C6938144357	user12	5/15/2021	5/15/2021	434509	39.36	repair direct injection system; improve engine performance; 
AZA8YX5O3PY967382	A5920668662	user29	6/14/2021	9/13/2021	783423	1810.57	change speaker configuration; install curtain airbags; 
B4HYVLVNMCG170801	C8387651854	user17	5/8/2021	5/10/2021	88279	39.47	fix rear defroster; reduce carbon footprint; 
B4HYVLVNMCG170801	D0979557056	roland	6/1/2021	7/1/2021	100429	394.71	install intelligent alternator; install on-board diagnosis system; 
B4HYVLVNMCG170801	B2456071697	user30	7/11/2021	8/11/2021	150883	631.53	install active pedestrian protection system; fix nvh dampening system; 
B6MT5EQQSFX854507	D5515926273	user30	8/3/2021	8/3/2021	388860	13.87	repair direct injection system; install separate rear audio; 
B6MT5EQQSFX854507	51-3984561	user29	8/9/2021	8/13/2021	459762	27.75	fix nvh dampening system; adjust adaptive cruise control; 
B6MT5EQQSFX854507	A4114790699	roland	9/6/2021	9/13/2021	699339	110.99	fix rear defroster; install smoked glass; 
B6MT5EQQSFX854507	A3410814072	user29	9/20/2021	9/25/2021	702485	41.62	change timing belt; change coolant; 
B6RK4XX6O4W718066	B4329886405	user29	1/7/2021	2/13/2021	271669	1762.97	install intelligent alternator; reduce blind spot; 
B6RK4XX6O4W718066	D9868570966	user33	3/15/2021	3/28/2021	589228	568.7	prevent fuel pump shutoff; change speaker configuration; 
B6RK4XX6O4W718066	C2451484744	user33	4/15/2021	6/15/2021	719373	2047.32	replace fuel filter; 
B6RK4XX6O4W718066	85-3032731	user12	6/18/2021	7/6/2021	730748	56.87	install anti-theft alarm; adjust accelerator pedal linkage; 
B6RK4XX6O4W718066	B3114961337	user15	7/22/2021	7/28/2021	805902	341.22	adjust ignition timing; reduce blind spot; 
B6RK4XX6O4W718066	D1203722082	roland	9/11/2021	9/23/2021	1113315	56.87	replace crankcase ventilation filter; change coolant; 
B8R5GVJM8U6577878	D8269311874	user15	5/2/2021	6/29/2021	82054	1020.21	attach seat extension; 
B8R5GVJM8U6577878	D7197177558	roland	8/20/2021	9/6/2021	316165	34.01	install roof spoiler; repair cooled seats; 
B8R5GVJM8U6577878	D4949425401	user13	9/17/2021	9/22/2021	337119	68.01	configure audio remote control; install on-board diagnosis system; 
BEE6XDILLEY125933	B7932999712	user15	7/5/2021	7/19/2021	197613	27.2	adjust regenerative braking; adjust retractable mirrors; 
BEE6XDILLEY125933	C2673914348	user13	7/20/2021	8/10/2021	207124	353.66	fix ventilated seats; 
BEE6XDILLEY125933	D0979557056	user15	8/18/2021	9/12/2021	277695	489.68	add heated windshield; replace stabilizer bar; 
BEE6XDILLEY125933	B9986557803	user12	9/13/2021	9/22/2021	278706	108.82	adjust reverse tilt mirrors; attach seat extension; 
BJBHBZBQT6J386548	34-1167025	user15	3/12/2021	4/6/2021	25951	127.47	install curtain airbags; adjust seat belts tension; 
BJBHBZBQT6J386548	B8560719297	user15	4/16/2021	4/21/2021	95553	36.42	set up gyro sensor; fix broken tow hooks; 
BJBHBZBQT6J386548	C9883149255	user29	8/10/2021	9/11/2021	1189282	127.47	improve engine performance; replace liftgate window; 
BNWVPB0TCZ5369050	D8119514417	user15	12/15/2020	12/16/2020	261046	112.5	fix nvh dampening system; adjust block heater; 
BNWVPB0TCZ5369050	A2150826458	roland	2/11/2021	2/23/2021	922593	506.24	change suspension fluid; fix cylinder head bolts; 
BNWVPB0TCZ5369050	A0536865675	user15	3/21/2021	4/3/2021	1164879	562.49	fix broken tow hooks; fix nvh dampening system; 
BNWVPB0TCZ5369050	A8857188903	user17	5/14/2021	5/16/2021	1256377	168.75	refurbish power steering; install smoked glass; 
BNWVPB0TCZ5369050	C0659557688	user29	6/11/2021	6/25/2021	1487224	393.74	change memory settings of the onboard computer; replace catalytic converter; 
BNWVPB0TCZ5369050	B2456071697	user29	7/13/2021	8/8/2021	1623221	787.48	replace liftgate window; change oil filter; 
BNWVPB0TCZ5369050	A9110995031	user17	8/17/2021	9/16/2021	1657308	393.74	install separate rear audio; install curtain airbags; 
BO6V8DRDEV2627679	A0750292190	user17	3/24/2021	3/31/2021	64495	435.49	adjust reverse tilt mirrors; install separate rear audio; 
BO6V8DRDEV2627679	C0840217146	user29	4/25/2021	6/2/2021	112767	1679.74	install turbocharger; make polarization coating; 
BO6V8DRDEV2627679	D5106706321	user29	6/15/2021	6/20/2021	206511	186.64	refurbish power steering; change coolant; 
BO6V8DRDEV2627679	C1874682232	user15	6/30/2021	7/16/2021	313203	186.64	adjust block heater; change purge valve; 
BO6V8DRDEV2627679	D4638312523	user12	7/18/2021	7/24/2021	334216	373.27	replace catalytic converter; replace catalytic converter; 
BO6V8DRDEV2627679	B7932999712	user15	9/4/2021	9/14/2021	706025	435.49	attach seat extension; change air conditioner refrigerant; 
BROGP21GT25414842	85-3032731	user17	5/21/2021	5/23/2021	42022	146.21	adjust low fuel warning indicator; set up satellite radio; 
BROGP21GT25414842	A0836288701	user30	5/30/2021	6/10/2021	70132	292.41	fix nvh dampening system; install roof spoiler; 
BROGP21GT25414842	C6563700744	user29	6/26/2021	7/4/2021	76315	243.68	replace ace filter; set up gyro sensor; 
BROGP21GT25414842	B9986557803	user33	7/8/2021	7/17/2021	89633	292.41	install on-board diagnosis system; replace crankcase ventilation filter; 
BROGP21GT25414842	D3769942713	user13	7/28/2021	8/3/2021	116074	97.47	replace timing belt tensioner; improve cylinder configuration; 
BROGP21GT25414842	C8349669264	user33	8/8/2021	8/10/2021	138535	48.74	set up auto-delay headlights; correct abs; 
BROGP21GT25414842	B3135098307	user30	8/11/2021	8/12/2021	148012	48.74	reconfigure service reminder light; 
BROGP21GT25414842	A1148700069	user33	8/30/2021	9/16/2021	353957	877.24	install vanity mirrors; replace radiator core & ac condenser; 
BROGP21GT25414842	D3516184517	user13	9/21/2021	9/22/2021	359108	97.47	replace timing belt tensioner; fix rear hvac; 
BSAQRUZ4AQV214478	C0315829968	user15	8/17/2020	2/20/2021	120760	1381.28	install separate rear audio; replace water pump; 
BSAQRUZ4AQV214478	D0328630274	user17	3/7/2021	4/10/2021	234663	328.88	replace ace filter; adjust retractable mirrors; 
C15AQKT03T5311862	A3410814072	roland	2/10/2021	2/11/2021	85671	12.04	adjust hybrid performance; 
C15AQKT03T5311862	A6107738399	user12	3/15/2021	3/23/2021	307177	96.35	fix nvh dampening system; fix ventilated seats; 
C15AQKT03T5311862	B3560453812	user29	4/1/2021	4/4/2021	314686	12.04	adjust accelerator pedal linkage; add heated windshield; 
C15AQKT03T5311862	B3613796899	roland	4/12/2021	4/18/2021	377592	24.09	change wheel cylinders; replace steering column lock; 
C15AQKT03T5311862	D5493718870	user29	4/21/2021	5/27/2021	405681	252.91	replace crankcase ventilation filter; reduce carbon footprint; 
C15AQKT03T5311862	D0369069698	user30	7/28/2021	8/17/2021	933502	204.74	replace timing belt tensioner; adjust retractable mirrors; 
C15AQKT03T5311862	D3677460785	user29	8/23/2021	9/16/2021	952198	168.61	configure universal remote control; repair seatbelt force limiters; 
C2JK28BV6S1248001	D8406096764	user15	6/22/2021	7/15/2021	172365	635.44	install curtain airbags; fix nvh dampening system; 
C2JK28BV6S1248001	B6629932093	user17	8/1/2021	8/3/2021	338989	28.88	install parking sensors; attach exterior camera; 
C2JK28BV6S1248001	A9824759625	user30	8/9/2021	8/10/2021	366217	28.88	reduce carbon footprint; attach seat extension; 
C2JK28BV6S1248001	D8053038202	user17	8/12/2021	8/15/2021	370858	115.53	repair seatbelt force limiters; repair shiftable automatic transmission; 
C2JK28BV6S1248001	94-3886618	roland	8/19/2021	8/25/2021	399554	173.3	install on-board diagnosis system; replace brake pedal spring; 
C2JK28BV6S1248001	A7135730876	user29	8/28/2021	9/1/2021	409857	115.53	fix solar sunroof; adjust hybrid performance; 
C2SS48P7UYI831488	D2205967267	user12	6/9/2021	6/11/2021	95353	119.23	reduce fuel consumption; adjust retractable mirrors; 
C2SS48P7UYI831488	D0979557056	user30	6/17/2021	6/21/2021	96278	158.98	fix deceleration system; make polarization coating; 
C2SS48P7UYI831488	D3600877411	user30	7/6/2021	7/12/2021	156877	278.21	replace radiator hoses; 
C2SS48P7UYI831488	D0985294389	user30	7/24/2021	8/2/2021	282054	357.7	adjust hybrid performance; change speaker configuration; 
C2SS48P7UYI831488	B0529778191	user17	8/11/2021	9/6/2021	327362	596.16	change oil filter; 
C2SS48P7UYI831488	49-7614440	user30	9/15/2021	9/22/2021	388308	39.74	change wheel cylinders; configure audio remote control; 
CJJ5SBM35DI082557	A7135730876	roland	6/15/2021	9/24/2021	14463	1991.27	replace fuel filter; change purge valve; 
COPRS63UGGH984959	D1938774729	user12	6/4/2021	6/5/2021	158292	114.68	fix steering damper; attach exterior camera; 
COPRS63UGGH984959	B7250129830	user29	6/6/2021	7/9/2021	163462	1261.44	set up satellite radio; change steering rack; 
COPRS63UGGH984959	D3769942713	user33	7/19/2021	7/20/2021	227870	57.34	fix ventilated seats; fix cylinder head bolts; 
COPRS63UGGH984959	C0199518923	user13	7/23/2021	7/26/2021	261567	114.68	attach seat extension; fix power activated release; 
COPRS63UGGH984959	D3516184517	roland	8/6/2021	8/12/2021	311795	344.03	replace crankcase ventilation filter; replace water pump; 
COPRS63UGGH984959	A5182568516	user30	8/15/2021	8/16/2021	337294	114.68	repair shiftable automatic transmission; install optional equipment; 
COPRS63UGGH984959	B0667673329	user17	8/28/2021	9/1/2021	365789	114.68	fix steering damper; adjust seat belts tension; 
COPRS63UGGH984959	C9883149255	user17	9/16/2021	9/20/2021	420214	229.35	install separate rear audio; fix a-pillar; 
CQ7SBSA7JFD966361	D4638312523	user12	3/1/2021	5/19/2021	68739	7965.59	upgrade navigation system; install roof spoiler; 
CQ7SBSA7JFD966361	D8269311874	roland	6/8/2021	9/1/2021	180649	13541.5	fix nvh dampening system; replace ace filter; 
CQ7SBSA7JFD966361	B9153577327	user33	9/8/2021	9/22/2021	191740	477.94	replace ace filter; change steering rack; 
D1YNI86BAFG479600	D9622429189	roland	12/19/2020	12/20/2020	208113	50.63	attach spoiler; set up auto-delay headlights; 
D1YNI86BAFG479600	94-2432098	user29	3/7/2021	3/19/2021	1106543	278.47	adjust accelerator pedal linkage; replace liftgate window; 
D1YNI86BAFG479600	D5515926273	user17	3/26/2021	5/24/2021	1155088	253.15	prevent fuel pump shutoff; replace radiator hoses; 
